received_timestamp,cardIndex,currentReward,finalKontostand,klickZeiten,timestamp,,values
2025-01-31T09:22:11.813884+00:00,,,,,,,"{""EDA"": 4.485000133514404, ""ECG"": 0.6940000057220459}"
2025-01-31T09:22:11.815946+00:00,,,,,,,"{""EDA"": 4.7129998207092285, ""ECG"": -0.5770000219345093}"
2025-01-31T09:22:12.799787+00:00,,,,,,,"{""EDA"": 4.861000061035156, ""ECG"": -0.8679999709129333}"
2025-01-31T09:22:12.801593+00:00,,,,,,,"{""EDA"": 4.934000015258789, ""ECG"": 0.18700000643730164}"
2025-01-31T09:22:12.802852+00:00,,,,,,,"{""EDA"": 4.901000022888184, ""ECG"": 1.0299999713897705}"
2025-01-31T09:22:12.805223+00:00,,,,,,,"{""EDA"": 5.041999816894531, ""ECG"": 0.1770000010728836}"
2025-01-31T09:22:12.805861+00:00,,,,,,,"{""EDA"": 4.9070000648498535, ""ECG"": -0.9760000109672546}"
2025-01-31T09:22:13.804560+00:00,,,,,,,"{""EDA"": 4.955999851226807, ""ECG"": -0.4180000126361847}"
2025-01-31T09:22:13.806226+00:00,,,,,,,"{""EDA"": 4.809999942779541, ""ECG"": 0.7839999794960022}"
2025-01-31T09:22:13.807652+00:00,,,,,,,"{""EDA"": 4.711999893188477, ""ECG"": 0.7680000066757202}"
2025-01-31T09:22:13.810066+00:00,,,,,,,"{""EDA"": 4.413000106811523, ""ECG"": -0.4309999942779541}"
2025-01-31T09:22:14.812191+00:00,,,,,,,"{""EDA"": 4.2220001220703125, ""ECG"": -0.984000027179718}"
2025-01-31T09:22:14.812711+00:00,,,,,,,"{""EDA"": 4.0329999923706055, ""ECG"": 0.11299999803304672}"
2025-01-31T09:22:14.814228+00:00,,,,,,,"{""EDA"": 3.565999984741211, ""ECG"": 0.9670000076293945}"
2025-01-31T09:22:14.815284+00:00,,,,,,,"{""EDA"": 3.3989999294281006, ""ECG"": 0.24500000476837158}"
2025-01-31T09:22:14.815805+00:00,,,,,,,"{""EDA"": 2.9000000953674316, ""ECG"": -0.9610000252723694}"
2025-01-31T09:22:15.809181+00:00,,,,,,,"{""EDA"": 2.6530001163482666, ""ECG"": -0.6209999918937683}"
2025-01-31T09:22:15.809820+00:00,,,,,,,"{""EDA"": 2.385999917984009, ""ECG"": 0.6650000214576721}"
2025-01-31T09:22:15.812431+00:00,,,,,,,"{""EDA"": 2.0399999618530273, ""ECG"": 0.8040000200271606}"
2025-01-31T09:22:15.816465+00:00,,,,,,,"{""EDA"": 1.659999966621399, ""ECG"": -0.4099999964237213}"
2025-01-31T09:22:15.818035+00:00,,,,,,,"{""EDA"": 1.4110000133514404, ""ECG"": -0.9350000023841858}"
2025-01-31T09:22:16.804538+00:00,,,,,,,"{""EDA"": 0.9309999942779541, ""ECG"": 0.03400000184774399}"
2025-01-31T09:22:16.806138+00:00,,,,,,,"{""EDA"": 0.7580000162124634, ""ECG"": 1.0169999599456787}"
2025-01-31T09:22:16.807249+00:00,,,,,,,"{""EDA"": 0.5820000171661377, ""ECG"": 0.27000001072883606}"
2025-01-31T09:22:16.808832+00:00,,,,,,,"{""EDA"": 0.3449999988079071, ""ECG"": -0.9559999704360962}"
2025-01-31T09:22:17.695637+00:00,2,100,2350,15.3052092,2025-01-31T09:22:17.691812+00:00,,
2025-01-31T09:22:18.415833+00:00,3,0,2350,16.0258884,2025-01-31T09:22:18.412755+00:00,,
2025-01-31T09:22:18.524287+00:00,,,,,,,"{""EDA"": 0.14000000059604645, ""ECG"": -0.5370000004768372}"
2025-01-31T09:22:18.525961+00:00,,,,,,,"{""EDA"": 0.009999999776482582, ""ECG"": 0.7509999871253967}"
2025-01-31T09:22:18.526977+00:00,,,,,,,"{""EDA"": -0.04699999839067459, ""ECG"": 0.8399999737739563}"
2025-01-31T09:22:18.527513+00:00,,,,,,,"{""EDA"": -0.052000001072883606, ""ECG"": -0.3540000021457672}"
2025-01-31T09:22:18.527513+00:00,,,,,,,"{""EDA"": -0.05999999865889549, ""ECG"": -0.953000009059906}"
2025-01-31T09:22:18.529040+00:00,,,,,,,"{""EDA"": 0.1379999965429306, ""ECG"": -0.09399999678134918}"
2025-01-31T09:22:18.530125+00:00,,,,,,,"{""EDA"": 0.2160000056028366, ""ECG"": 0.949999988079071}"
2025-01-31T09:22:18.530125+00:00,,,,,,,"{""EDA"": 0.3370000123977661, ""ECG"": 0.5799999833106995}"
2025-01-31T09:22:19.300589+00:00,4,50,2400,16.91366,2025-01-31T09:22:19.297944+00:00,,
2025-01-31T09:22:19.531148+00:00,,,,,,,"{""EDA"": 0.5460000038146973, ""ECG"": -0.6830000281333923}"
2025-01-31T09:22:19.531148+00:00,,,,,,,"{""EDA"": 0.8299999833106995, ""ECG"": -0.8510000109672546}"
2025-01-31T09:22:19.534892+00:00,,,,,,,"{""EDA"": 1.190999984741211, ""ECG"": 0.43799999356269836}"
2025-01-31T09:22:19.535910+00:00,,,,,,,"{""EDA"": 1.3890000581741333, ""ECG"": 0.9279999732971191}"
2025-01-31T09:22:19.538083+00:00,,,,,,,"{""EDA"": 1.6799999475479126, ""ECG"": 0.02500000037252903}"
2025-01-31T09:22:20.522892+00:00,,,,,,,"{""EDA"": 2.009000062942505, ""ECG"": -1.0110000371932983}"
2025-01-31T09:22:20.523956+00:00,,,,,,,"{""EDA"": 2.4649999141693115, ""ECG"": -0.46700000762939453}"
2025-01-31T09:22:20.524907+00:00,,,,,,,"{""EDA"": 2.694999933242798, ""ECG"": 0.746999979019165}"
2025-01-31T09:22:20.525419+00:00,,,,,,,"{""EDA"": 3.1470000743865967, ""ECG"": 0.7540000081062317}"
2025-01-31T09:22:21.527386+00:00,,,,,,,"{""EDA"": 3.427000045776367, ""ECG"": -0.4620000123977661}"
2025-01-31T09:22:21.528660+00:00,,,,,,,"{""EDA"": 3.687000036239624, ""ECG"": -0.9589999914169312}"
2025-01-31T09:22:21.529784+00:00,,,,,,,"{""EDA"": 4.0329999923706055, ""ECG"": 0.017000000923871994}"
2025-01-31T09:22:21.532566+00:00,,,,,,,"{""EDA"": 4.196000099182129, ""ECG"": 1.003000020980835}"
2025-01-31T09:22:21.533078+00:00,,,,,,,"{""EDA"": 4.478000164031982, ""ECG"": 0.4000000059604645}"
2025-01-31T09:22:22.525319+00:00,,,,,,,"{""EDA"": 4.748000144958496, ""ECG"": -0.7599999904632568}"
2025-01-31T09:22:22.526373+00:00,,,,,,,"{""EDA"": 4.824999809265137, ""ECG"": -0.6909999847412109}"
2025-01-31T09:22:22.527368+00:00,,,,,,,"{""EDA"": 4.947999954223633, ""ECG"": 0.5220000147819519}"
2025-01-31T09:22:22.528581+00:00,,,,,,,"{""EDA"": 4.9710001945495605, ""ECG"": 0.9520000219345093}"
2025-01-31T09:22:23.123535+00:00,,,,,,,"{""EDA"": 5.00600004196167, ""ECG"": -0.10999999940395355}"
2025-01-31T09:22:23.124573+00:00,,,,,,,"{""EDA"": 4.9770002365112305, ""ECG"": -1.0089999437332153}"
2025-01-31T09:22:23.125550+00:00,,,,,,,"{""EDA"": 4.925000190734863, ""ECG"": -0.28700000047683716}"
2025-01-31T09:22:23.795618+00:00,,,,,,,"{""EDA"": 4.776000022888184, ""ECG"": 0.859000027179718}"
2025-01-31T09:22:23.797946+00:00,,,,,,,"{""EDA"": 4.704999923706055, ""ECG"": 0.6349999904632568}"
2025-01-31T09:22:23.800022+00:00,,,,,,,"{""EDA"": 4.343999862670898, ""ECG"": -0.5540000200271606}"
2025-01-31T09:22:24.810437+00:00,,,,,,,"{""EDA"": 4.2129998207092285, ""ECG"": -0.9639999866485596}"
2025-01-31T09:22:24.814512+00:00,,,,,,,"{""EDA"": 3.8289999961853027, ""ECG"": 0.17399999499320984}"
2025-01-31T09:22:24.832033+00:00,,,,,,,"{""EDA"": 3.5829999446868896, ""ECG"": 1.031000018119812}"
2025-01-31T09:22:24.837305+00:00,,,,,,,"{""EDA"": 3.374000072479248, ""ECG"": 0.16899999976158142}"
2025-01-31T09:22:24.840766+00:00,,,,,,,"{""EDA"": 2.9590001106262207, ""ECG"": -0.9160000085830688}"
2025-01-31T09:22:25.797512+00:00,,,,,,,"{""EDA"": 2.5290000438690186, ""ECG"": -0.4359999895095825}"
2025-01-31T09:22:25.800157+00:00,,,,,,,"{""EDA"": 2.3359999656677246, ""ECG"": 0.7310000061988831}"
2025-01-31T09:22:25.801775+00:00,,,,,,,"{""EDA"": 1.968999981880188, ""ECG"": 0.8299999833106995}"
2025-01-31T09:22:25.802797+00:00,,,,,,,"{""EDA"": 1.5859999656677246, ""ECG"": -0.4090000092983246}"
2025-01-31T09:22:25.803796+00:00,,,,,,,"{""EDA"": 1.2489999532699585, ""ECG"": -0.9909999966621399}"
2025-01-31T09:22:26.808655+00:00,,,,,,,"{""EDA"": 1.0210000276565552, ""ECG"": -0.050999999046325684}"
2025-01-31T09:22:26.809806+00:00,,,,,,,"{""EDA"": 0.6819999814033508, ""ECG"": 0.9380000233650208}"
2025-01-31T09:22:26.810862+00:00,,,,,,,"{""EDA"": 0.6370000243186951, ""ECG"": 0.4560000002384186}"
2025-01-31T09:22:26.810862+00:00,,,,,,,"{""EDA"": 0.3499999940395355, ""ECG"": -0.7789999842643738}"
2025-01-31T09:22:27.802084+00:00,,,,,,,"{""EDA"": 0.2029999941587448, ""ECG"": -0.765999972820282}"
2025-01-31T09:22:27.804066+00:00,,,,,,,"{""EDA"": 0.032999999821186066, ""ECG"": 0.5080000162124634}"
2025-01-31T09:22:27.804774+00:00,,,,,,,"{""EDA"": 0.008999999612569809, ""ECG"": 0.9319999814033508}"
2025-01-31T09:22:27.805284+00:00,,,,,,,"{""EDA"": 0.07000000029802322, ""ECG"": -0.028999999165534973}"
2025-01-31T09:22:27.806351+00:00,,,,,,,"{""EDA"": 0.0989999994635582, ""ECG"": -0.9589999914169312}"
2025-01-31T09:22:28.798178+00:00,,,,,,,"{""EDA"": 0.07699999958276749, ""ECG"": -0.32600000500679016}"
2025-01-31T09:22:28.798686+00:00,,,,,,,"{""EDA"": 0.1979999989271164, ""ECG"": 0.8349999785423279}"
2025-01-31T09:22:28.799210+00:00,,,,,,,"{""EDA"": 0.3700000047683716, ""ECG"": 0.75}"
2025-01-31T09:22:28.799210+00:00,,,,,,,"{""EDA"": 0.4790000021457672, ""ECG"": -0.4959999918937683}"
